Figure8.dat / from M.G. / period of 8
  7  19
  7  20
  7  21
  8  19
  8  20
  8  21
  9  19
  9  20
  9  21
 10  22
 10  23
 10  24
 11  22
 11  23
 11  24
 12  22
 12  23
 12  24
